map_editor_tip_rooms,Use mouse wheel to browse through room patters and right click to apply pattern.,need translation,Use mouse wheel to browse through room patters and right click to apply pattern.,Use mouse wheel to browse through room patters and right click to apply pattern.,"Используйте колесо мыши, чтобы выбрать паттерн комнаты и правый клик, чтобы разместить комнату.",Use mouse wheel to browse through room patters and right click to apply pattern.,Use mouse wheel to browse through room patters and right click to apply pattern.,Use mouse wheel to browse through room patters and right click to apply pattern.,Use mouse wheel to browse through room patters and right click to apply pattern.,Use mouse wheel to browse through room patters and right click to apply pattern.
map_editor_add_new_room_pattern,add new size pattern,need translation,add new size pattern,add new size pattern,добавить новый паттерн,add new size pattern,add new size pattern,add new size pattern,add new size pattern,add new size pattern
map_editor_patterns_total,total patterns,need translation,total patterns,total patterns,всего паттернов,total patterns,total patterns,total patterns,total patterns,total patterns
map_editor_tiles,tiles,need translation,tiles,tiles,тайлы,tiles,tiles,tiles,tiles,tiles
map_editor_rooms,rooms,need translation,rooms,rooms,комнаты,rooms,rooms,rooms,rooms,rooms
map_editor_warning_patter_alredy_exists,pattern of this size already exists,need translation,pattern of this size already exists,pattern of this size already exists,паттерн такого размера уже существует,pattern of this size already exists,pattern of this size already exists,pattern of this size already exists,pattern of this size already exists,pattern of this size already exists
map_editor_tip_new_room_size,"enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.",need translation,"enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","введите размер и нажмите ""ok"". Размер должен быть в пределах от {[0]}/{[1]} до {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}.","enter size of the new pattern and press ""ok"". Room size should be from {[0]}/{[1]} to {[2]}/{[3]}."
map_editor_cancel_room,cancel room,need translation,cancel room,cancel room,отменить комнату,cancel room,cancel room,cancel room,cancel room,cancel room
map_editor_rotate_room,rotate,need translation,rotate,rotate,вращать,rotate,rotate,rotate,rotate,rotate
map_editor_tip_room_placement,place room tip,need translation,place room tip,place room tip,подсказка,place room tip,place room tip,place room tip,place room tip,place room tip
map_editor_move_room,move room,replace or move to other location.,move room,move room,переместить комнату,move room,move room,move room,move room,move room
map_editor_change_pattern,pattern,pattern,pattern,pattern,паттерн,pattern,pattern,pattern,pattern,pattern
